bn:00113968a	yellow|黄
bn:00073770n	beast|走兽
bn:00069161n	bird|禽
bn:00024436n	tree|树
bn:00027369n	human|人 Occupation|职位 entertainment|艺 guide|引导 TakePicture|拍摄
bn:00059611n	part|部件 bone|骨 physiology|生理学
bn:00054958n	occupy|占领
bn:00012257n	place|地方 district|区
bn:00030209n	fact|事情 separate|分离
bn:00002759n	medicine|药物
bn:00054948n	system|制度 enlarge|扩大 Power|势力
bn:00035765n	InstitutePlace|场所 Beijing|北京 ProperName|专
bn:00050179n	earth|大地 linear|线
bn:00049804n	tool|用具 illuminate|照射
bn:00005597n	language|语言 specific|特定 informal|非正式
bn:00038657n	bird|禽
bn:00039289n	FlowerGrass|花草
bn:00006182n	human|人 entertainment|艺 Occupation|职位
bn:00079699n	material|材料 clothing|衣物 fine|纤 soft|软
bn:00002786n	chemical|化学物
bn:00039272n	InsectWorm|虫 fly|飞
bn:00030850n	part|部件 implement|器具 machine|机器 Strength|力量 CauseToDo|使动
bn:00001940n	time|时间 StageLate|晚期 human|人 aged|老年
bn:00039104n	FlowerGrass|花草
bn:00014304n	part|部件 physiology|生理学 body|身 AnimalHuman|动物
bn:00029859n	fish|鱼
bn:00028142n	software|软件 knowledge|知识 information|信息 computer|电脑
bn:00032564n	place|地方 ProperName|专
bn:00033000n	beast|走兽
bn:00019957n	tool|用具 put|放置 clothing|衣物 furniture|家具
bn:00014988n	InstitutePlace|场所 UK|英国 education|教育 HighRank|高等 ProperName|专
bn:00024534n	tool|用具 cover|遮盖 decorate|装饰
bn:00048351n	Name|姓名 human|人
bn:00013722n	building|建筑物 house|房屋
bn:00046046n	Ability|能力 medical|医 animate|生物 exempt|免除 suffer|遭受 infect|传染
bn:00051594n	place|地方 provincial|省 US|美国 ProperName|专
bn:00039055n	FlowerGrass|花草 medicine|药物
bn:00005646n	music|音乐
bn:00005778n	weapon|武器 military|军 LandVehicle|车
bn:00054781n	tool|用具 look|看
bn:00015331n	celestial|天体
bn:00030169n	thunder|雷 WeatherBad|坏天 strong|强
bn:00072093n	group|群体 language|语言 ProperName|专
bn:00082016n	livestock|牲畜 beast|走兽 ProperName|专
bn:00034027n	human|人 family|家庭 female|女 lineal|直系 senior|长辈
bn:00067223n	place|地方 country|国家 politics|政 system|制度
bn:00007204n	beast|走兽 wild|野生
bn:00053891n	tool|用具 beat|打
bn:00040032n	fish|鱼
bn:00018590n	chemical|化学物
bn:00012181n	Name|姓名 human|人
bn:00020535n	cold|冷 Temperature|温度
bn:00020002n	CloudMist|云雾 chemical|化学物
bn:00067427n	revenge|报复
bn:00030243n	Unit|单位 Voltage|电压
bn:00010394n	readings|读物 disseminate|传播 information|信息
bn:00007206n	lights|光
bn:00009801n	fact|事情 recreation|娱乐 entertainment|艺
bn:00017029n	tool|用具 able|能 bring|携带 communicate|交流 implement|器具
bn:00079392n	part|部件 viscera|脏 pregnant|怀孕 reproduce|生殖 physiology|生理学 AnimalHuman|动物 female|女
bn:00041734n	place|地方 UK|英国 ProperName|专
bn:00039531n	beast|走兽
bn:00004233n	affairs|事务 foster|饲养 livestock|牲畜 agricultural|农
bn:00037384n	material|材料 liquid|液 burn|焚烧 gas|气
bn:00026336n	institution|机构 US|美国 politics|政 central|归属中央 manage|管理 affairs|事务 ProperName|专
bn:00043531n	part|部件 physiology|生理学 foot|脚
bn:00004785n	expression|词语 differ|不同 BeOpposite|对立
bn:00030384n	human|人 UK|英国 politics|政 royal|皇 ProperName|专
bn:00045342n	part|部件 implement|器具 TurnOff|止动 TurnOn|启动 tool|用具 facilities|设施 artifact|人工物
bn:00027368n	human|人 Occupation|职位 entertainment|艺 guide|引导 perform|表演
bn:00049240n	language|语言 ProperName|专
bn:00044415n	time|时间 WhileAway|消闲 rest|休息
bn:00024717n	tree|树
bn:00003652n	facilities|设施 compete|比赛 sport|体育 exercise|锻炼
bn:00010716n	human|人 Germany|德国 politics|政 HeadOfState|元首 ProperName|专
bn:00020497n	money|货币 metal|金属
bn:00026790n	disease|疾病 metabolize|代谢 human|人 SufferFrom|罹患
bn:00048716n	human|人 Occupation|职位 royal|皇 HeadOfState|元首
bn:00005590n	fish|鱼
bn:00009806n	phenomena|现象 painful|疼痛 viscera|脏 physiology|生理学 medical|医 disease|疾病
bn:00060836n	fact|事情 ComeTogether|集聚 recreation|娱乐
bn:00035182n	part|部件 flesh|肉 physiology|生理学 AnimalHuman|动物
bn:00008039n	beast|走兽 swim|游
bn:00023083n	FlowerGrass|花草
bn:00000877n	part|部件 flesh|肉 physiology|生理学 AnimalHuman|动物
bn:00065973n	part|部件 UK|英国 military|军 ProperName|专 army|军队 fight|争斗 sky|空域
bn:00027529n	thing|万物
bn:00028296n	beast|走兽
bn:00044372n	Name|姓名 human|人
bn:00077770n	bird|禽
bn:00002275n	aircraft|飞行器
bn:00038602n	FlowerGrass|花草
bn:00000319n	phenomena|现象 animate|有生命 chemistry|化学 thinking|思想 cause|原因 exist|存在 animate|生物 accidental|偶发
bn:00052688n	Ability|能力 shows|表演物
bn:00026997n	physical|物质 transmit|传送 electricity|电
bn:00031928n	plans|规划 resume|恢复 place|地方 Europe|欧洲 ProperName|专
bn:00034465n	part|部件 nerve|络 clothing|衣物 tool|用具
bn:00069956n	wind|风 waters|水域
bn:00053426n	animate|生物 waters|水域 planar|面
bn:00065020n	Will|意志
bn:00044245n	part|部件 biology|生物学 animate|生物
bn:00010636n	bird|禽
bn:00002356n	place|地方 provincial|省 US|美国 ProperName|专
bn:00056007n	time|时间 festival|节 day|日 congratulate|祝贺 female|女 lineal|直系 senior|长辈
bn:00035835n	regulation|规矩 diplomatic|外交 politics|政
bn:00042316n	facilities|设施 sport|体育 compete|比赛 exercise|锻炼
bn:00057546n	information|信息 new|新 news|新闻 disseminate|传播
bn:00006734n	place|地方 capital|国都 city|市 Greece|希腊 ProperName|专
bn:00019139n	tree|树
bn:00079972n	image|图像
bn:00020564n	fact|事情 fight|争斗 time|时间 TimingValue|时间特性值
bn:00042134n	place|地方 country|国家 Africa|非洲 politics|政 Guinea-Bissau|几内亚比绍 ProperName|专
bn:00061624n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物 transmit|传送 information|信息
bn:00027407n	disable|残疾 disease|疾病
bn:00017772n	bird|禽
bn:00025415n	tree|树
bn:00060066n	Unit|单位 Distance|距离 Length|长度 Width|宽度 symbol|符号
bn:00053826n	calculate|计算 math|数学
bn:00004896n	place|地方 capital|国都 city|市 Western_Samoa|西萨摩亚 ProperName|专
bn:00022054n	law|律法 politics|政
bn:00015496n	fund|资金 finance|金融
bn:00008077n	display|展示 Status|身分
bn:00068323n	rotate|转动
bn:00021210n	place|地方 country|国家 South_America|南美 politics|政 ProperName|专
bn:00042403n	Habit|习惯
bn:00081844n	tool|用具 cut|切削 split|破开
bn:00080079n	thing|万物 create|创造 computer|电脑
bn:00048164n	plant|植物
bn:00048798n	fact|事情 exercise|锻炼 boxing|拳击
bn:00048461n	human|人 Occupation|职位 compile|编辑 news|新闻
bn:00001095n	AnimalHuman|动物
bn:00035579n	food|食品 bird|禽 domesticated|家养 viscera|脏
bn:00003804n	knowledge|知识 math|数学
bn:00012861n	place|地方 capital|国都 city|市 Congo|刚果 ProperName|专
bn:00039629n	FlowerGrass|花草 medicine|药物
bn:00042583n	tribe|族群 China|中国
bn:00037008n	mock|嘲讽 tease|取乐 laugh|笑
bn:00006139n	part|部件 physiology|生理学 arm|臂 AnimalHuman|动物
bn:00004388n	part|部件 physics|物理 electricity|电 positive|正面
bn:00009674n	place|地方 capital|国都 city|市 China|中国 ProperName|专
bn:00019841n	human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00074778n	tool|用具
bn:00058375n	material|材料
bn:00041140n	beast|走兽
bn:00043872n	disease|疾病 skin|皮
bn:00007137n	Name|姓名 human|人
bn:00061406n	payment|酬金 obtain|得到 recompense|补偿
bn:00079892n	rights|权利 politics|政 reject|回绝
bn:00020655n	livestock|牲畜 agricultural|农 TakeCare|照料
bn:00038318n	fish|鱼
bn:00060925n	document|文书 prove|证明
bn:00007731n	part|部件 bone|骨 physiology|生理学 AnimalHuman|动物
bn:00049077n	livestock|牲畜 child|少儿
bn:00029448n	mishap|劫难 shiver|颤动 land|陆地
bn:00050478n	aspiration|意愿 expect|期望 mating|交配
bn:00059728n	human|人 ProperName|专
bn:00041922n	water|水 situated|处于 location|位置 land|陆地 beneath|下
bn:00050588n	law|律法 regulation|规矩 system|制度
bn:00010721n	food|食品 StateLiquid|液态 cook|烹调
bn:00000351n	human|人 original|原
bn:00069619n	InstitutePlace|场所 education|教育 study|学习 teach|教
bn:00057378n	crop|庄稼 material|材料
bn:00015541n	place|地方 capital|国都 city|市 Gabon|加蓬 ProperName|专
bn:00005293n	waters|水域 ProperName|专 planar|面
bn:00054414n	human|人 army|军队 employ|雇用 military|军
bn:00049527n	money|货币 Angola|安哥拉 commerce|商业 finance|金融
bn:00004339n	time|时间 festival|节 day|日 commemorate|示思念
bn:00045408n	disease|疾病 livestock|牲畜 mad|疯痴
bn:00032539n	part|部件 physiology|生理学 eye|眼 round|圆
bn:00026696n	grow|成长 CauseToGrow|使成长
bn:00034105n	StateChange|态变
bn:00036202n	place|地方 country|国家 Europe|欧洲 politics|政 France|法国 ProperName|专
bn:00060341n	waters|水域 Panama|巴拿马 ProperName|专 linear|线
bn:00077312n	place|地方 district|区 New_York|纽约 ProperName|专 WhileAway|消闲
bn:00026805n	diagnose|诊察 medical|医
bn:00054300n	Ability|能力 AnimalHuman|动物 remember|记得 LookBack|回想
bn:00068517n	waters|水域 Europe|欧洲 ProperName|专 linear|线
bn:00057149n	fittings|配件 clothing|衣物
bn:00041755n	place|地方 country|国家 politics|政 Grenada|格林纳达 ProperName|专
bn:00009687n	language|语言 Byelorussia|白俄罗斯 ProperName|专 Europe|欧洲 human|人
bn:00022734n	location|位置 angular|角 internal|内 space|空间 TurnRound|拐弯
bn:00076373n	look|看 information|信息
bn:00076785n	place|地方 ProperName|专 waters|水域
bn:00006883n	chemical|化学物
bn:00047162n	regulation|规矩 Unit|单位 international|国际 Standard|标准 Measurement|量度
bn:00047114n	translate|翻译
bn:00024998n	humanized|拟人 wicked|歹 vicious|罪恶
bn:00055080n	place|地方 city|市 US|美国 ProperName|专
bn:00044423n	place|地方 country|国家 Europe|欧洲 politics|政 Netherlands|荷兰 ProperName|专
bn:00075493n	language|语言 ProperName|专
bn:00042142n	bird|禽 wild|野生
bn:00015639n	place|地方 capital|国都 city|市 Tunisia|突尼斯 ProperName|专
bn:00016570n	facilities|设施 place|地方 building|建筑物
bn:00011917n	weapon|武器 military|军
bn:00010639n	bird|禽
bn:00047600n	community|团体 Islam|伊斯兰教 religion|宗教
bn:00042498n	fish|鱼
bn:00021019n	human|人 community|团体 group|群体
bn:00007787n	Scene|景象 computer|电脑
bn:00066260n	thinking|思想
bn:00078711n	part|部件 physiology|生理学 AnimalHuman|动物 bite|啃咬
bn:00015594n	place|地方 capital|国都 city|市 North_Korean|北朝鲜 ProperName|专
bn:00072988n	south|南 earth|大地
bn:00041635n	human|人 Greece|希腊 ProperName|专
bn:00039705n	fish|鱼
bn:00029472n	location|位置 north|北
bn:00005732n	army|军队 military|军
bn:00079733n	place|地方 city|市 Italy|意大利 ProperName|专
bn:00064721n	part|部件 language|语言
bn:00025084n	damage|损害 MakeBad|加害
bn:00000459n	system|制度 politics|政 autocratic|霸道 Power|势力
bn:00064627n	text|语文 time|时间 concise|扼要 record|记录
bn:00060437n	clothing|衣物 feminine|与女性相关
bn:00047475n	human|人 Ireland|爱尔兰 NationalityValue|国籍值 Europe|欧洲 ProperName|专
bn:00040239n	human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00039514n	FlowerGrass|花草
bn:00051453n	material|材料 part|部件 flesh|肉 physiology|生理学
bn:00018255n	method|方法 deceive|欺骗
bn:00033656n	place|地方 Asia|亚洲 ProperName|专
bn:00050202n	chemical|化学物 gas|气
bn:00058508n	material|材料 tool|用具
bn:00028041n	food|食品
bn:00036847n	thinking|思想 religion|宗教 pure|纯
bn:00051264n	knowledge|知识 waters|水域
bn:00031724n	tribe|族群
bn:00010897n	InsectWorm|虫
bn:00012059n	character|文字 document|文书 publications|书刊 account|簿册
bn:00057255n	time|时间 past|过去
bn:00006663n	knowledge|知识 celestial|天体
bn:00049652n	tool|用具 able|能 fold|摺叠 GoUp|上去
bn:00036230n	Name|姓名 human|人
bn:00076736n	software|软件 compile|编辑 literature|文
bn:00041120n	place|地方 provincial|省 US|美国 ProperName|专
bn:00029452n	InsectWorm|虫
bn:00024643n	part|部件 skin|皮 physiology|生理学 external|外
bn:00052343n	disease|疾病 medical|医
bn:00029812n	InstitutePlace|场所 education|教育 study|学习 teach|教
bn:00080033n	MusicTool|乐器
bn:00008660n	human|人 royal|皇
bn:00015001n	tree|树
bn:00049950n	part|部件 physical|物质 metal|金属
bn:00058259n	part|部件 physics|物理 physical|物质
bn:00053595n	human|人 MakeBad|加害 die|死
bn:00018756n	affairs|事务
bn:00023542n	AnimalHuman|动物
bn:00061730n	classified|机密
bn:00024991n	gather|采集 agricultural|农
bn:00036385n	system|制度 Freedom|自由度 religion|宗教 free|自由
bn:00053074n	shows|表演物
bn:00072794n	music|音乐 sing|唱 sound|声 MakeSound|发声
bn:00054045n	place|地方 city|市 Saudi_Arabia|沙特阿拉伯 religion|宗教 ProperName|专
bn:00026603n	Fate|命运 human|人
bn:00016625n	computer|电脑
bn:00061140n	part|部件 embryo|胚 vegetable|蔬菜 eat|吃
bn:00050918n	human|人 China|中国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00019180n	part|部件 electricity|电 linear|线
bn:00035233n	stone|土石 lighting|点燃
bn:00050839n	part|部件 BodyFluid|体液 physiology|生理学
bn:00080495n	information|信息 mean|指代 Circumstances|境况 dangerous|危 tell|告诉
bn:00008145n	exercise|锻炼 sport|体育
bn:00050969n	facilities|设施 store|保存
bn:00062293n	food|食品
bn:00047497n	time|时间
bn:00066884n	place|地方 district|区
bn:00044120n	land|陆地 planar|面 protruding|凸
bn:00037619n	human|人 KindValue|类型值 ComeToWorld|问世
bn:00054707n	place|地方 city|市 US|美国 ProperName|专
bn:00050953n	free|自由
bn:00057446n	part|部件 physics|物理 physical|物质
bn:00079447n	medicine|药物 medical|医 withstand|抗住 bacteria|微生物 able|能 doctor|医治 obstruct|阻止
bn:00034994n	medicine|药物 medical|医 destroy|消灭 bacteria|微生物
bn:00057115n	part|部件 mouth|口 physiology|生理学 AnimalHuman|动物 bird|禽
bn:00006848n	metal|金属 chemistry|化学
bn:00071803n	human|人 male|男
bn:00012283n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专
bn:00012836n	Form|形状 inanimate|无生物
bn:00064236n	human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00002347n	place|地方 capital|国都 city|市 Kazakhstan|哈萨克斯坦 ProperName|专
bn:00030610n	thinking|思想 knowledge|知识
bn:00046870n	InsectWorm|虫
bn:00033468n	livestock|牲畜
bn:00006327n	place|地方 Iraq|伊拉克
bn:00022214n	location|位置 earth|大地 linear|线
bn:00018121n	respond|回应 chemistry|化学 change|变 chemical|化学物
bn:00011627n	symbol|符号 Weight|重量 Physique|体格 human|人
bn:00069773n	human|人 Scotland|苏格兰
bn:00016964n	tree|树
bn:00000159n	Name|姓名 human|人
bn:00052062n	ProperName|专
bn:00052704n	law|律法 UK|英国 ProperName|专 past|过去
bn:00015880n	drinks|饮品 chemical|化学物
bn:00016525n	bird|禽
bn:00041477n	mark|标志 bury|埋入 die|死
bn:00009449n	knowledge|知识 entertainment|艺
bn:00044304n	wealth|钱财 treasure|珍宝
bn:00032075n	human|人 military|军 withdraw|退出 army|军队
bn:00065386n	InsectWorm|虫
bn:00014687n	tool|用具 calculate|计算
bn:00040729n	sound|声 language|语言
bn:00033758n	Rate|比率 Speed|速度
bn:00016484n	place|地方 city|市 US|美国 ProperName|专
bn:00047118n	human|人 military|军 attack|攻打
bn:00056727n	part|部件 physiology|生理学 hand|手
bn:00048226n	shake|摇动 shiver|颤动
bn:00011455n	tool|用具 produce|制造 wind|风 cool|制冷 machine|机器
bn:00006748n	disease|疾病
bn:00018473n	fish|鱼
bn:00015532n	place|地方 capital|国都 city|市 Cuba|古巴 ProperName|专
bn:00046702n	human|人 provide|供 information|信息
bn:00023108n	pant|气喘 vomit|吐出
bn:00050250n	regulation|规矩 NaturalThing|天然物
bn:00007541n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物 transmit|传送
bn:00042163n	waters|水域 ProperName|专 planar|面
bn:00005286n	human|人 Palestine|巴勒斯坦 politics|政 HeadOfState|元首 ProperName|专
bn:00042754n	beast|走兽
bn:00052599n	tool|用具 decorate|装饰
bn:00027513n	BecomeLess|减少 commerce|商业 Price|价格 return|还 money|货币
bn:00046139n	Importance|重要性 information|信息
bn:00049479n	land|陆地 China|中国 ProperName|专 protruding|凸
bn:00018057n	human|人 Occupation|职位 cook|烹调
bn:00032139n	expenditure|费用 levy|征收
bn:00076398n	fish|鱼
bn:00081386n	metal|金属 transmit|传送 electricity|电
bn:00042964n	human|人 Occupation|职位 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00054716n	human|人 US|美国 boxing|拳击 sport|体育 exercise|锻炼
bn:00005491n	FlowerGrass|花草
bn:00051346n	knowledge|知识 math|数学
bn:00042865n	dizzy|昏迷 drink|喝 alcohol|酒 phenomena|现象
bn:00066326n	beast|走兽 swim|游
bn:00034782n	language|语言 native|本土
bn:00004840n	indifferent|冷漠
bn:00001494n	foster|饲养
bn:00068046n	stone|土石
bn:00027959n	human|人 Russia|俄罗斯 chemistry|化学
bn:00028152n	livestock|牲畜 foolish|愚
bn:00047160n	symbol|符号 classified|机密
bn:00019014n	knowledge|知识 religion|宗教
bn:00068130n	human|人
bn:00004439n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物
bn:00072760n	liquid|液 chemical|化学物
bn:00021787n	human|人 China|中国 ProperName|专 past|过去 own|有 knowledge|知识
bn:00064369n	Color|颜色 physical|物质
bn:00057431n	doctor|医治 medical|医
bn:00051767n	waters|水域 Scotland|苏格兰 ProperName|专 planar|面
bn:00036932n	weapon|武器 military|军
bn:00015053n	engage|从事 catch|捉住 agricultural|农 animal|兽
bn:00041963n	bird|禽
bn:00014993n	beast|走兽
bn:00043106n	place|地方 country|国家 Asia|亚洲 politics|政 ProperName|专
bn:00075810n	clothing|衣物 PutOn|穿戴 part|部件 foot|脚
bn:00034187n	part|部件 embryo|胚 biology|生物学 physiology|生理学 AnimalHuman|动物
bn:00022349n	fact|事情 talk|谈话 speak|说
bn:00043555n	family|家庭 junior|小辈 lineal|直系 male|男 PassOn|留给
bn:00076619n	livestock|牲畜 domesticated|家养
bn:00055615n	place|地方 capital|国都 city|市 Monaco|摩纳哥 ProperName|专
bn:00043248n	tool|用具 disseminate|传播 look|看 image|图像
bn:00048094n	human|人 Occupation|职位 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00024474n	food|食品 swim|游
bn:00044720n	place|地方 provincial|省 US|美国 ProperName|专
bn:00006608n	celestial|天体
bn:00066933n	regulation|规矩 Standard|标准
bn:00070752n	place|地方 city|市 Spain|西班牙 ProperName|专
bn:00075958n	community|团体 Afghanistan|阿富汗 politics|政 ProperName|专 TerrorAttack|恐怖袭击
bn:00066880n	NounUnit|名量 artifact|人工物 community|团体 China|中国 ProperName|专 military|军 army|军队
bn:00006874n	metal|金属 chemistry|化学
bn:00059638n	fact|事情 respire|呼吸 tired|疲乏
bn:00057447n	part|部件 physics|物理 physical|物质
bn:00012679n	part|部件 physiology|生理学 head|头 internal|内 AnimalHuman|动物
bn:00014728n	place|地方 city|市 Canada|加拿大 ProperName|专
bn:00025241n	time|时间 past|过去
bn:00059146n	control|控制
bn:00037541n	human|人 love|爱 Sex|性别 alike|似
bn:00019848n	time|时间 TimeLength|久暂
bn:00020119n	human|人 Occupation|职位 sport|体育 teach|教
bn:00009111n	fact|事情 fight|争斗 military|军 ProperName|专 past|过去
bn:00002693n	language|语言 compile|编辑 software|软件
bn:00004198n	Speed|速度 physics|物理 SelfMove|自移
bn:00003344n	language|语言 US|美国 ProperName|专 UK|英国
bn:00013068n	human|人 female|女 GetMarried|结婚 recent|新近
bn:00021239n	ize|变性态 central|归属中央 PropertyValue|特性值
bn:00031444n	bird|禽
bn:00037169n	fact|事情 gamble|赌博
bn:00031519n	part|部件 BodyFluid|体液 physiology|生理学 AnimalHuman|动物
bn:00025691n	disperse|散开
bn:00067819n	image|图像 math|数学 angular|角
bn:00052565n	weapon|武器 military|军 firing|射击
bn:00067046n	community|团体 religion|宗教
bn:00023819n	law|律法 criminal|刑事 police|警 judge|裁定
bn:00043450n	community|团体 religion|宗教
bn:00034267n	space|空间 physics|物理 Strength|力量
bn:00063594n	part|部件 heart|心 place|地方 city|市 ResidentialArea|居民区
bn:00080510n	human|人 army|军队 fight|争斗 military|军 brave|勇 male|男
bn:00010264n	Price|价格 commerce|商业 propose|提出 aspiration|意愿
bn:00046566n	ize|变性态 industrial|工
bn:00007559n	location|位置 celestial|天体
bn:00061802n	human|人 ProperName|专
bn:00046019n	SelfMove|自移 reside|住下 foreign|外国 human|人
bn:00080959n	crop|庄稼 hard|硬
bn:00079800n	food|食品 edible|食物
bn:00021127n	community|团体 ProperName|专 Europe|欧洲 mass|众 public|共
bn:00079982n	fact|事情 fight|争斗 Vietnam|越南 US|美国 military|军 ProperName|专
bn:00049465n	money|货币 Sweden|瑞典 commerce|商业 finance|金融
bn:00052076n	tool|用具 speak|说
bn:00078818n	disease|疾病
bn:00050864n	tool|用具 LengthLong|长 straight|直
bn:00019301n	fruit|水果
bn:00033882n	time|时间 month|月 specific|特定
bn:00020679n	physical|物质 sticky|黏
bn:00006905n	metal|金属 chemistry|化学 physical|物质
bn:00046612n	feed|喂 BodyFluid|体液 human|人 female|女 drink|喝
bn:00023812n	place|地方 Russia|俄罗斯 ProperName|专 Crimea|克里米亚
bn:00054698n	sound|声 music|音乐 sing|唱
bn:00055728n	disease|疾病 mad|疯痴
bn:00074971n	part|部件 contain|包含
bn:00058899n	tree|树 fruit|水果
bn:00041092n	ProperName|专 LookFor|寻 information|信息 internet|因特网
bn:00039923n	tree|树
bn:00034108n	FlowerGrass|花草
bn:00003714n	chemical|化学物 material|材料
bn:00067225n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专 San_Marino|圣马力诺
bn:00035548n	gas|气 round|圆 ResultFrom|缘于 liquid|液
bn:00002617n	ProperName|专
bn:00024106n	tool|用具 religion|宗教
bn:00041623n	Quantity|数量 math|数学
bn:00062866n	Property|特性 event|事件 physical|物质
bn:00060155n	FlowerGrass|花草
bn:00068856n	human|人 Status|身分 religion|宗教
bn:00033761n	part|部件 flesh|肉 physiology|生理学 AnimalHuman|动物
bn:00080147n	medicine|药物 improve|改良
bn:00029639n	bacteria|微生物 medical|医 able|能 ResultIn|导致 disease|疾病
bn:00000119n	cardinal|基数
bn:00009334n	place|地方 city|市 US|美国 ProperName|专
bn:00069305n	food|食品 RelatingToCountry|与特定国家相关 Japan|日本
bn:00054668n	knowledge|知识 measure|测量
bn:00015528n	place|地方 capital|国都 city|市 Chile|智利 ProperName|专 facilities|设施 religion|宗教 InstitutePlace|场所
bn:00010388n	system|制度
bn:00034028n	part|部件 viscera|脏 physiology|生理学 female|女 reproduce|生殖
bn:00043087n	InstitutePlace|场所 US|美国 education|教育 HighRank|高等 ProperName|专 study|学习 teach|教
bn:00016873n	human|人 military|军 army|军队
bn:00008176n	aircraft|飞行器
bn:00028425n	emotion|情感 doubt|怀疑
bn:00027685n	Behavior|举止 human|人 emotion|情感 Temperament|心地
bn:00063170n	tool|用具 cut|切削 split|破开
bn:00042878n	place|地方 city|市 Germany|德国 ProperName|专
bn:00041711n	phenomena|现象 weather|天象
bn:00024713n	tree|树
bn:00056270n	fish|鱼
bn:00051281n	building|建筑物 US|美国 ProperName|专
bn:00056772n	place|地方 country|国家 Africa|非洲 politics|政 Namibia|纳米比亚 ProperName|专
bn:00009430n	US|美国 ProperName|专
bn:00074109n	LandVehicle|车
bn:00004654n	medicine|药物 remove|消除 physical|物质 poisonous|有毒
bn:00072572n	knowledge|知识 language|语言
bn:00030143n	electricity|电 lights|光
bn:00025171n	Circumstances|境况 dangerous|危
bn:00054902n	Strength|力量
bn:00049112n	Unit|单位 Distance|距离 Length|长度 Width|宽度
bn:00040012n	bird|禽
bn:00061419n	institution|机构 US|美国 politics|政 affairs|事务 defend|防守 military|军 place|地方
bn:00028115n	Unit|单位 commerce|商业 finance|金融 money|货币 US|美国
bn:00023894n	beast|走兽
bn:00043704n	Name|姓名 human|人
bn:00002630n	place|地方 city|市 Egypt|埃及 ProperName|专
bn:00062647n	chemical|化学物 material|材料
bn:00012108n	part|部件 religion|宗教 publications|书刊
bn:00041310n	human|人 family|家庭 lineal|直系 male|男 senior|长辈
bn:00040133n	material|材料 adjust|调整 Taste|味道
bn:00028604n	shows|表演物
bn:00060225n	InstitutePlace|场所 France|法国 ProperName|专 display|展示
bn:00005134n	understand|领会
bn:00049915n	expression|词语 special|特别 part|部件 naming|称作
bn:00006626n	Name|姓名 human|人
bn:00033186n	InsectWorm|虫
bn:00012901n	cease|停做 temporary|临时 interrupted|间断
bn:00045699n	finance|金融 institution|机构 UN|联合国 ProperName|专 international|国际
bn:00023141n	human|人 royal|皇
bn:00072478n	human|人 RainSnow|雨雪
bn:00049247n	place|地方 city|市 Japan|日本 ProperName|专
bn:00027251n	fruit|水果
bn:00054873n	place|地方 world|世界
bn:00024785n	tool|用具 print|印刷
bn:00046493n	FlowerGrass|花草 AlterColor|变颜色
bn:00078879n	disease|疾病 inflamed|发炎
bn:00024298n	fruit|水果
bn:00053494n	stone|土石
bn:00022424n	tool|用具 cook|烹调
bn:00036734n	material|材料 burn|焚烧
bn:00071525n	information|信息 symbol|符号 character|文字 mark|标志
bn:00062010n	celestial|天体 ProperName|专
bn:00052319n	law|律法 time|时间
bn:00019338n	plan|计划 place|地方 city|市
bn:00080516n	material|材料 adjust|调整 Taste|味道
bn:00025540n	vicious|罪恶
bn:00065766n	result|结果 math|数学 DoSum|算术
bn:00043868n	bird|禽
bn:00009933n	human|人 Italy|意大利 HeadOfState|元首 ProperName|专
bn:00055745n	alone|独自
bn:00054731n	bacteria|微生物 biology|生物学
bn:00028143n	Name|姓名 entity|实体 internet|因特网
bn:00021856n	shape|物形
bn:00015558n	place|地方 capital|国都 city|市 Japan|日本 ProperName|专 provincial|省
bn:00018805n	human|人 Catholic|天主教 Christian|基督教 religion|宗教 ProperName|专 male|男
bn:00031694n	chemical|化学物 alcohol|酒
bn:00056068n	land|陆地 protruding|凸 shape|物形
bn:00029968n	knowledge|知识 physical|物质 Egypt|埃及 past|过去
bn:00072248n	poor|穷 ResidentialArea|居民区
bn:00006904n	metal|金属 chemistry|化学
bn:00058244n	fact|事情 respond|回应
bn:00014083n	LandVehicle|车
bn:00024698n	tree|树
bn:00047937n	Name|姓名 human|人
bn:00056999n	knowledge|知识 physical|物质 research|研究
bn:00018606n	chemical|化学物
bn:00058205n	human|人 literature|文 compile|编辑
bn:00031233n	phenomena|现象 bleed|出血 medical|医 BodyFluid|体液 physiology|生理学 red|红 AnimalHuman|动物
bn:00037467n	knowledge|知识 digest|消化 medical|医
bn:00031306n	image|图像 math|数学
bn:00002231n	machine|机器 industrial|工 beat|打
bn:00005053n	ShowGoodEmotion|表示好情感 beat|打 hand|手
bn:00024746n	publications|书刊 knowledge|知识 extensive|泛
bn:00072787n	human|人 family|家庭 collateral|旁系 junior|小辈 male|男 spouse|配偶
bn:00065452n	win|获胜
bn:00052347n	fish|鱼
